,pos,sentence_idx,word,tag
11374,PROREL,506,qui,_
11375,V,506,constituent,_
11376,PONCT,506,",",_
11377,P,506,de,_
11378,NC,506,fait,_
11379,PONCT,506,",",_
11380,P+D,506,des,_
11381,NC,506,contraintes,_
11382,ADJ,506,internes,_
11383,PONCT,506,.,_
11384,DELIM,506,Â§,_
11385,CLS,507,Il,_
11386,V,507,faudrait,_
11387,CLR,507,s',_
11388,VINF,507,interroger,_
11389,P,507,Ã ,_
11390,ADJ,507,prÃ©sent,_
11391,P,507,sur,_
11392,DET,507,la,_
11393,NC,507,nature,_
11394,P+D,507,des,_
11395,NC,507,contraintes,_
11396,ADJ,507,contextuelles,_
11397,PONCT,507,",",_
11398,ADJ,507,extÃ©rieures,_
11399,P+D,507,au,_
11400,NC,507,texte,_
11401,PONCT,507,",",_
11402,CC,507,et,_
11403,PROREL,507,qui,_
11404,V,507,motivent,_
11405,DET,507,le,_
11406,NC,507,geste,_
11407,P,507,d',_
11408,NC,507,Ã©criture,_
11409,PONCT,507,.,_
11410,DELIM,507,Â§,_
11411,VIMP,508,Rappelons,_
11412,CLO,508,#NAME?,_
11413,DET,508,la,_
11414,ADJ,508,fameuse,_
11415,NC,508,doctrine,_
11416,ADJ,508,horacienne,_
11417,PONCT,508,",",_
11418,PONCT,508,&quot;,_
11419,NC,508,placere,_
11420,CC,508,et,_
11421,NC,508,docere,_
11422,PONCT,508,&quot;,_
11423,PONCT,508,",",_
11424,PONCT,508,&quot;,_
11425,VINF,508,plaire,_
11426,CC,508,et,_
11427,VINF,508,instruire,_
11428,PONCT,508,&quot;,_
11429,PONCT,508,",",_
11430,PRO,508,elle,_
11431,PONCT,508,-,_
11432,ADV,508,mÃªme,_
11433,VPP,508,inspirÃ©e,_
11434,P,508,de,_
11435,DET,508,la,_
11436,NPP,508,PoÃ©tique,_
11437,P,508,d',_
11438,NPP,508,Aristote,_
11439,PONCT,508,.,_
11440,DELIM,508,Â§,_
11441,P,509,De,_
11442,DET,509,l',_
11443,NPP,509,AntiquitÃ©,_
11444,P,509,jusqu',_
11445,P,509,Ã ,_
11446,DET,509,l',_
11447,NC,509,Ã¢ge,_
11448,ADJ,509,classique,_
11449,PONCT,509,",",_
11450,DET,509,les,_
11451,NC,509,hommes,_
11452,P,509,de,_
11453,NC,509,lettres,_
11454,PONCT,509,",",_
11455,PROREL,509,dont,_
11456,DET,509,les,_
11457,NC,509,fabulistes,_
11458,PONCT,509,",",_
11459,V,509,observent,_
11460,DET,509,ces,_
11461,ADJ,509,deux,_
11462,NC,509,principes,_
11463,PONCT,509,.,_
11464,DELIM,509,Â§,_
11465,ADV,510,Ainsi,_
11466,PONCT,510,",",_
11467,DET,510,la,_
11468,NC,510,doctrine,_
11469,NPP,510,horacienne,_
11470,V,510,constitue,_
11471,PONCT,510,",",_
11472,P,510,pour,_
11473,DET,510,la,_
11474,NC,510,fable,_
11475,ADV,510,notamment,_
11476,PONCT,510,",",_
11477,PRO,510,ce,_
11478,PROREL,510,que,_
11479,DET,510,l',_
11480,CLS,510,on,_
11481,V,510,pourrait,_
11482,VINF,510,appeler,_
11483,DET,510,une,_
11484,NC,510,contrainte,_
11485,ADJ,510,contextuelle,_
11486,PONCT,510,:,_
11487,CLS,510,c',_
11488,V,510,est,_
11489,DET,510,un,_
11490,NC,510,principe,_
11491,ADJ,510,Ã©thique,_
11492,ADV,510,autant,_
11493,CS,510,qu',_
11494,ADJ,510,esthÃ©tique,_
11495,VPP,510,Ã©levÃ©,_
11496,P+D,510,au,_
11497,NC,510,rang,_
11498,P,510,de,_
11499,NC,510,dogme,_
11500,PONCT,510,",",_
11501,P,510,dans,_
11502,DET,510,le,_
11503,NC,510,champ,_
11504,P+D,510,des,_
11505,NPP,510,Belles,_
11506,NPP,510,Lettres,_
11507,PONCT,510,.,_
11508,DELIM,510,Â§,_
11509,DET,511,Tout,_
11510,NC,511,genre,_
11511,PONCT,511,",",_
11512,PROREL,511,dont,_
11513,DET,511,la,_
11514,NC,511,fable,_
11515,PONCT,511,",",_
11516,CLR,511,se,_
11517,V,511,dÃ©finit,_
11518,P,511,Ã ,_
11519,NC,511,travers,_
11520,DET,511,un,_
11521,NC,511,ensemble,_
11522,P,511,de,_
11523,NC,511,contraintes,_
11524,ADJ,511,textuelles,_
11525,CC,511,et,_
11526,ADJ,511,contextuelles,_
11527,PONCT,511,",",_
11528,PROREL,511,dont,_
11529,CLS,511,il,_
11530,V,511,faut,_
11531,VINF,511,avoir,_
11532,NC,511,connaissance,_
11533,CS,511,lorsqu',_
11534,CLS,511,on,_
11535,CLR,511,se,_
11536,V,511,lance,_
11537,P,511,dans,_
11538,DET,511,une,_
11539,NC,511,entreprise,_
11540,NPP,511,parodique,_
11541,PONCT,511,.,_
11542,DELIM,511,Â§,_
11543,ADV,512,Toutefois,_
11544,PONCT,512,",",_
11545,CS,512,si,_
11546,DET,512,la,_
11547,NC,512,parodie,_
11548,CLR,512,s',_
11549,V,512,appuie,_
11550,P,512,sur,_
11551,DET,512,un,_
11552,ADJ,512,certain,_
11553,NC,512,cadre,_
11554,ADJ,512,gÃ©nÃ©rique,_
11555,PONCT,512,",",_
11556,CLS,512,c',_
11557,V,512,est,_
11558,P,512,pour,_
11559,ADV,512,mieux,_
11560,CLO,512,le,_
11561,VINF,512,dÃ©placer,_
11562,PONCT,512,",",_
11563,CLO,512,le,_
11564,VINF,512,subvertir,_
11565,PONCT,512,.,_
11566,DELIM,512,Â§,_
11567,P,513,AprÃ¨s,_
11568,VINF,513,avoir,_
11569,VPP,513,prÃ©cisÃ©,_
11570,DET,513,les,_
11571,NC,513,traits,_
11572,ADJ,513,dÃ©finitoires,_
11573,P,513,de,_
11574,DET,513,la,_
11575,NC,513,fable,_
11576,PONCT,513,",",_
11577,ADV,513,encore,_
11578,V,513,faut,_
11579,CLS,513,#NAME?,_
11580,CLR,513,s',_
11581,VINF,513,interroger,_
11582,P,513,sur,_
11583,DET,513,ce,_
11584,NC,513,processus,_
11585,P,513,de,_
11586,NC,513,dÃ©placement,_
11587,PONCT,513,",",_
11588,P,513,de,_
11589,NC,513,subversion,_
11590,P,513,Ã ,_
11591,NC,513,travers,_
11592,DET,513,cette,_
11593,NC,513,tentative,_
11594,ADJ,513,parodique,_
11595,PONCT,513,",",_
11596,PONCT,513,&quot;,_
11597,DET,513,Le,_
11598,NC,513,loup,_
11599,PONCT,513,-,_
11600,NC,513,garou,_
11601,CC,513,et,_
11602,DET,513,l',_
11603,NC,513,agneau,_
11604,PONCT,513,&quot;,_
11605,PONCT,513,",",_
11606,P,513,dans,_
11607,DET,513,un,_
11608,NC,513,dÃ©marche,_
11609,ADJ,513,autorÃ©flexive,_
11610,PONCT,513,.,_
11611,DELIM,513,Â§,_
11612,CLS,514,On,_
11613,V,514,peut,_
11614,VINF,514,relever,_
11615,PONCT,514,",",_
11616,P,514,Ã ,_
11617,DET,514,mon,_
11618,NC,514,avis,_
11619,PONCT,514,",",_
11620,DET,514,trois,_
11621,NC,514,effets,_
11622,PONCT,514,:,_
11623,DET,514,l',_
11624,NC,514,hybridation,_
11625,ADJ,514,gÃ©nÃ©rique,_
11626,PONCT,514,",",_
11627,DET,514,la,_
11628,NC,514,dramatisation,_
11629,CC,514,et,_
11630,DET,514,le,_
11631,NC,514,burlesque,_
11632,PONCT,514,.,_
11633,DELIM,514,Â§,_
11634,PRO,515,Tout,_
11635,P,515,d',_
11636,NC,515,abord,_
11637,PONCT,515,",",_
11638,P,515,dans,_
11639,DET,515,cette,_
11640,NC,515,parodie,_
11641,P+D,515,du,_
11642,PONCT,515,&quot;,_
11643,NC,515,Loup,_
11644,CC,515,et,_
11645,DET,515,l',_
11646,NPP,515,Agneau,_
11647,PONCT,515,&quot;,_
11648,CLR,515,se,_
11649,V,515,manifeste,_
11650,DET,515,un,_
11651,NC,515,effet,_
11652,P,515,d',_
11653,NC,515,hybridation,_
11654,ADJ,515,gÃ©nÃ©rique,_
11655,PONCT,515,.,_
11656,DELIM,515,Â§,_
11657,P,516,DÃ¨s,_
11658,DET,516,le,_
11659,NC,516,titre,_
11660,PONCT,516,",",_
11661,PONCT,516,&quot;,_
11662,DET,516,Le,_
11663,NC,516,loup,_
11664,PONCT,516,-,_
11665,NC,516,garou,_
11666,CC,516,et,_
11667,DET,516,l',_
11668,NC,516,agneau,_
11669,PONCT,516,&quot;,_
11670,PONCT,516,",",_
11671,DET,516,l',_
11672,NC,516,univers,_
11673,P,516,de,_
11674,DET,516,la,_
11675,NC,516,fable,_
11676,V,516,rencontre,_
11677,PRO,516,celui,_
11678,P,516,de,_
11679,DET,516,l',_
11680,PONCT,516,&quot;,_
11681,NC,516,histoire,_
11682,P,516,d',_
11683,NC,516,horreur,_
11684,PONCT,516,&quot;,_
11685,PONCT,516,",",_
11686,DET,516,l',_
11687,PONCT,516,&quot;,_
11688,NC,516,histoire,_
11689,PROREL,516,qui,_
11690,V,516,fait,_
11691,NC,516,peur,_
11692,PONCT,516,&quot;,_
11693,PONCT,516,-,_
11694,NC,516,genre,_
11695,PROREL,516,qui,_
11696,V,516,rÃ©unit,_
11697,ADJ,516,tous,_
11698,DET,516,ces,_
11699,NC,516,rÃ©cits,_
11700,PONCT,516,",",_
11701,ADJ,516,brefs,_
11702,CC,516,et,_
11703,DET,516,le,_
11704,ADV,516,plus,_
11705,ADV,516,souvent,_
11706,VPP,516,racontÃ©s,_
11707,P,516,Ã ,_
11708,NC,516,voix,_
11709,ADJ,516,haute,_
11710,PONCT,516,",",_
11711,DET,516,la,_
11712,NC,516,nuit,_
11713,P,516,sous,_
11714,DET,516,la,_
11715,NC,516,tente,_
11716,P,516,par,_
11717,NC,516,exemple,_
11718,PONCT,516,;,_
11719,NC,516,dÃ©stinÃ©s,_
11720,P,516,Ã ,_
11721,PONCT,516,&quot;,_
11722,VINF,516,faire,_
11723,NC,516,peur,_
11724,PONCT,516,&quot;,_
11725,PONCT,516,",",_
11726,CLS,516,ils,_
11727,V,516,sont,_
11728,ADV,516,particuliÃ¨rement,_
11729,VPP,516,apprÃ©ciÃ©s,_
11730,DET,516,des,_
11731,NC,516,enfants,_
11732,PONCT,516,.,_
11733,DELIM,516,Â§,_
11734,PONCT,517,&quot;,_
11735,DET,517,Le,_
11736,NC,517,loup,_
11737,PONCT,517,-,_
11738,NC,517,garou,_
11739,CC,517,et,_
11740,DET,517,l',_
11741,NC,517,agneau,_
11742,PONCT,517,&quot;,_
11743,V,517,conserve,_
11744,DET,517,des,_
11745,NC,517,traits,_
11746,NC,517,cÃ©ractÃ©ristiques,_
11747,P,517,de,_
11748,DET,517,la,_
11749,NC,517,fable,_
11750,P,517,en,_
11751,NC,517,gÃ©nÃ©ral,_
11752,PONCT,517,",",_
11753,CC,517,mais,_
11754,ADV,517,aussi,_
11755,P,517,d',_
11756,DET,517,une,_
11757,NC,517,fable,_
11758,P,517,en,_
11759,NC,517,particulier,_
11760,PONCT,517,",",_
11761,PONCT,517,&quot;,_
11762,DET,517,Le,_
11763,NPP,517,Loup,_
11764,CC,517,et,_
11765,DET,517,l',_
11766,NPP,517,Agneau,_
11767,PONCT,517,&quot;,_
11768,P,517,de,_
11769,NC,517,La,_
11770,NPP,517,Fontaine,_
11771,PONCT,517,.,_
11772,DELIM,517,Â§,_
11773,ADV,518,Ainsi,_
11774,PONCT,518,",",_
11775,CLS,518,on,_
11776,CLO,518,y,_
11777,V,518,retrouve,_
11778,DET,518,les,_
11779,NC,518,traits,_
11780,NC,518,compositionnels,_
11781,P,518,Ã ,_
11782,NC,518,travers,_
11783,PROREL,518,lesquels,_
11784,CLR,518,se,_
11785,V,518,manifestent,_
11786,DET,518,une,_
11787,ADJ,518,esthÃ©tique,_
11788,P,518,de,_
11789,DET,518,la,_
11790,NC,518,briÃ¨vetÃ©,_
11791,CC,518,et,_
11792,P,518,de,_
11793,DET,518,la,_
11794,NC,518,clartÃ©,_
11795,PONCT,518,:,_
11796,P+D,518,du,_
11797,NC,518,point,_
11798,P,518,de,_
11799,NC,518,vue,_
11800,P,518,de,_
11801,DET,518,la,_
11802,NC,518,macrostructure,_
11803,PONCT,518,",",_
11804,DET,518,la,_
11805,NC,518,morale,_
11806,VPP,518,suivie,_
11807,P,518,d',_
11808,DET,518,un,_
11809,NC,518,rÃ©cit,_
11810,ADJ,518,succinct,_
11811,PROREL,518,qui,_
11812,V,518,met,_
11813,P,518,en,_
11814,NC,518,scÃ¨ne,_
11815,DET,518,deux,_
11816,NC,518,animaux,_
11817,VPP,518,personnifiÃ©s,_
11818,PONCT,518,",",_
11819,DET,518,un,_
11820,NC,518,loup,_
11821,PONCT,518,-,_
11822,NC,518,garou,_
11823,CC,518,et,_
11824,DET,518,un,_
11825,NC,518,agneau,_
11826,PONCT,518,;,_
11827,P+D,518,du,_
11828,NC,518,point,_
11829,P,518,de,_
11830,NC,518,vue,_
11831,P,518,de,_
11832,DET,518,la,_
11833,NC,518,microstrucuture,_
11834,PONCT,518,",",_
11835,DET,518,l',_
11836,NC,518,hÃ©tÃ©romÃ©trie,_
11837,CC,518,et,_
11838,DET,518,l',_
11839,NC,518,usage,_
11840,P+D,518,du,_
11841,P,518,vers,_
11842,NC,518,courts,_
11843,P,518,comme,_
11844,DET,518,les,_
11845,P,518,vers,_
11846,NC,518,3,_
11847,PONCT,518,",",_
11848,ADJ,518,16,_
11849,CC,518,et,_
11850,ADJ,518,28,_
11851,PONCT,518,",",_
11852,CC,518,ou,_
11853,ADV,518,encore,_
11854,DET,518,la,_
11855,NC,518,parataxe,_
11856,P+D,518,des,_
11857,P,518,vers,_
11858,NC,518,1,_
11859,P,518,Ã ,_
11860,NC,518,9,_
11861,PONCT,518,.,_
11862,DELIM,518,Â§,_
11863,PONCT,519,-,P
11864,ADJ,519,lÃ©gÃ¨r,_
11865,NC,519,travestissement,_
11866,P+D,519,du,_
11867,NC,519,couple,_
11868,ADJ,519,e,_
11869,NC,519,loup,P
11870,PONCT,519,/,_
11871,NC,519,agneau,_
11872,P,519,chez,_
11873,NPP,519,L,_
11874,NPP,519,La,P
11875,NPP,519,Fontaine,_
11876,PONCT,519,",",P
11877,CS,519,si,_
11878,DET,519,l',_
11879,CLS,519,on,_
11880,ADV,519,puit,P
11881,VINF,519,dire,_
11882,PONCT,519,.,_
11883,DELIM,519,Â§,_
11884,P,520,A,P
11885,DET,520,ces,_
11886,PONCT,520,&quot;,P
11887,NC,520,effets,_
11888,P,520,de,_
11889,NC,520,calque,_
11890,PONCT,520,&quot;,_
11891,CLR,520,s',P
11892,V,520,entremÃªlent,P
11893,DET,520,des,_
11894,NC,520,effets,_
11895,P,520,de,_
11896,NC,520,distorsion,_
11897,PONCT,520,:,P
11898,DET,520,la,_
11899,NC,520,parodie,_
11900,PONCT,520,",",P
11901,NPP,520,Mais,P
11902,PONCT,520,",",_
11903,CS,520,si,_
11904,PONCT,520,&quot;,_
11905,DET,520,Le,_
11906,NC,520,loup,_
11907,PONCT,520,-,_
11908,NC,520,garou,_
11909,CC,520,et,_
11910,DET,520,l',_
11911,NC,520,agneau,_
11912,PONCT,520,&quot;,_
11913,NC,520,participe,_
11914,P+D,520,du,_
11915,NC,520,genre,_
11916,P,520,de,_
11917,DET,520,la,_
11918,NC,520,fable,_
11919,PONCT,520,",",_
11920,DET,520,la,P
11921,NC,520,parodie,_
11922,CLS,520,elle,P
11923,V,520,participe,_
11924,P+D,520,au,_
11925,ADV,520,moins,_
11926,ADV,520,autant,_
11927,P+D,520,du,_
11928,NC,520,genre,_
11929,P,520,de,_
11930,DET,520,l',_
11931,PONCT,520,&quot;,_
11932,NC,520,histoire,_
11933,P,520,d',_
11934,NC,520,horreur,_
11935,PONCT,520,&quot;,_
11936,PONCT,520,.,_
11937,DELIM,520,Â§,_
11938,NPP,521,R,_
11939,NPP,521,Rappelons,P
11940,ADV,521,simplement,P
11941,VINF,521,la,_
11942,DET,521,la,P
11943,NC,521,citation,_
11944,V,521,a,P
11945,NC,521,dÃ©finition,_
11946,PROREL,521,que,_
11947,V,521,donne,_
11948,NPP,521,Maingueneau,_
11949,P,521,de,_
11950,DET,521,la,_
11951,NC,521,fable,_
11952,PONCT,521,",",_
11953,VPP,521,citÃ©e,_
11954,ADV,521,dÃ©jÃ ,P
11955,PONCT,521,:,_
11956,PONCT,521,&quot;,P
11957,DET,521,une,_
11958,NC,521,stratÃ©gie,_
11959,P,521,de,_
11960,NC,521,rÃ©investissement,_
11961,P,521,d',_
11962,DET,521,un,_
11963,NC,521,genre,_
11964,P,521,de,_
11965,NC,521,discours,_
11966,P,521,dans,_
11967,DET,521,d',_
11968,PRO,521,autres,_
11969,PONCT,521,&quot;,_
11970,PONCT,521,.,P
11971,DELIM,521,Â§,_
11972,P,522,En,P
11973,NC,522,vertu,_
11974,P,522,d',_
11975,DET,522,un,_
11976,ADJ,522,certain,_
11977,NC,522,nombre,_
11978,P,522,de,_
11979,NC,522,distorsions,_
11980,PONCT,522,",",_
11981,DELIM,522,Â§,_
11982,ADV,523,Ici,P
11983,PONCT,523,",",_
11984,P,523,en,P
11985,NC,523,vertu,_
11986,P,523,d',_
11987,DET,523,un,_
11988,NC,523,dÃ©placement,_
11989,ADJ,523,rÃ©fÃ©rentiel,_
11990,PONCT,523,",",_
11991,DET,523,la,P
11992,NC,523,fable,_
11993,V,523,devient,P
11994,NC,523,histoire,P
11995,P,523,d',_
11996,DET,523,le,P
11997,NC,523,discours,_
11998,V,523,renvoie,_
11999,P,523,Ã ,P
12000,DET,523,la,_
12001,NC,523,fois,_
12002,P+D,523,au,_
12003,NC,523,genre,_
12004,P,523,de,_
12005,DET,523,la,_
12006,NC,523,fable,_
12007,CC,523,et,P
12008,P,523,Ã ,_
12009,DET,523,cet,_
12010,ADJ,523,autre,_
12011,NC,523,genre,_
12012,PROREL,523,qu',_
12013,V,523,est,_
12014,DET,523,l',_
12015,PONCT,523,&quot;,_
12016,NC,523,histoire,_
12017,P,523,d',_
12018,NC,523,horreur,_
12019,PONCT,523,&quot;,_
12020,PONCT,523,.,_
12021,DELIM,523,Â§,_
12022,NPP,524,L,P
12023,V,524,a,P
12024,NC,524,subver,P
12025,DELIM,524,Â§,_
12026,DET,525,Ce,P
12027,NC,525,dÃ©placement,_
12028,ADJ,525,rÃ©fÃ©rentiel,_
12029,CLR,525,se,P
12030,V,525,donne,_
12031,P,525,Ã ,_
12032,VINF,525,lire,_
12033,P,525,dÃ¨s,_
12034,DET,525,le,_
12035,ADJ,525,premier,_
12036,P,525,vers,_
12037,PONCT,525,",",_
12038,P,525,Ã ,_
12039,VINF,525,traver,_
12040,DET,525,la,_
12041,NC,525,morale,_
12042,NPP,525,s,P
12043,PONCT,525,:,_
12044,DELIM,525,Â§,_
12045,PONCT,526,&quot;,P
12046,DET,526,La,_
12047,NC,526,raison,_
12048,P+D,526,du,_
12049,ADV,526,plus,_
12050,NPP,526,gore,_
12051,V,526,est,_
12052,ADV,526,toujours,_
12053,DET,526,la,_
12054,ADJ,526,meilleure,_
12055,PONCT,526,&quot;,_
12056,DELIM,526,Â§,_
12057,NC,527,terreur,P
12058,DET,527,cette,P
12059,ADJ,527,Ã©trange,_
12060,PONCT,527,",",P
12061,PROREL,527,qui,_
12062,PONCT,527,.,P
12063,DELIM,527,Â§,_
12064,PONCT,528,",",P
12065,PONCT,528,.,P
12066,DELIM,528,Â§,_
12067,PONCT,529,",",P
12068,PROREL,529,qui,P
12069,V,529,fait,_
12070,NC,529,Ã©cho,_
12071,PONCT,529,",",P
12072,PROREL,529,qui,_
12073,VS,529,dÃ©tourne,_
12074,DELIM,529,Â§,_
12075,PONCT,530,&quot;,P
12076,DET,530,La,_
12077,NC,530,raison,_
12078,P+D,530,du,_
12079,ADV,530,plus,_
12080,ADV,530,fort,_
12081,V,530,est,_
12082,ADV,530,toujours,_
12083,DET,530,la,_
12084,ADJ,530,meilleure,_
12085,PONCT,530,&quot;,_
12086,P,530,en,P
12087,PONCT,530,.,P
12088,DELIM,530,Â§,_
12089,DET,531,La,P
12090,NC,531,distorsion,_
12091,ADJ,531,burlesque,P
12092,PONCT,531,",",P
12093,PROREL,531,qui,P
12094,CLR,531,s',_
12095,V,531,appuie,_
12096,P,531,sur,_
12097,DET,531,une,_
12098,ADJ,531,double,_
12099,NC,531,paronomase,_
12100,PONCT,531,",",_
12101,ADJ,531,lÃ©gÃ¨re,P
12102,ADV,531,Malgr,P
12103,DET,531,ce,P
12104,ADJ,531,premier,_
12105,P,531,vers,_
12106,VPP,531,fait,P
12107,VINF,531,entendre,_
12108,DET,531,le,P
12109,NC,531,texte,_
12110,P,531,de,_
12111,NC,531,La,_
12112,NPP,531,Fontaine,_
12113,PONCT,531,.,P
12114,DELIM,531,Â§,_
12115,CLS,532,Il,_
12116,CLO,532,l',_
12117,V,532,intÃ¨gre,_
12118,P,532,en,_
12119,ADJ,532,mÃªme,_
12120,NC,532,temps,_
12121,PROREL,532,qu',_
12122,CLS,532,il,_
12123,CLO,532,le,_
12124,V,532,subvertit,_
12125,PONCT,532,.,_
12126,DELIM,532,Â§,_
12127,P,533,en,P
12128,NC,533,filigrane,_
12129,DELIM,533,Â§,_
12130,DET,534,Cette,P
12131,NC,534,morale,P
12132,ADJ,534,burlesque,_
12133,V,534,joue,P
12134,DET,534,le,_
12135,NC,534,rÃ´le,P
12136,P,534,d',_
12137,NC,534,embrayeur,_
12138,PONCT,534,&quot;,P
12139,NC,534,parodique,_
12140,PONCT,534,&quot;,_
12141,PONCT,534,:,P
12142,ADV,534,ici,P
12143,PONCT,534,",",P
12144,DET,534,la,P
12145,ADJ,534,simple,_
12146,NC,534,ejeu,P
12147,ADJ,534,paronomastique,_
12148,PONCT,534,&quot;,_
12149,ADJ,534,fort,_
12150,PONCT,534,&quot;,_
12151,PONCT,534,/,_
12152,PONCT,534,&quot;,_
12153,NC,534,gore,_
12154,PONCT,534,&quot;,_
12155,ADJ,534,enclanche,P
12156,NC,534,processus,P
12157,ADJ,534,parodique,_
12158,NPP,534,l,P
12159,PONCT,534,.,P
12160,DELIM,534,Â§,_
12161,CLR,535,se,P
12162,V,535,rÃ©vÃ¨le,_
12163,P,535,en,P
12164,NC,535,rÃ©alitÃ©,_
12165,ADJ,535,dÃ©terminant,_
12166,CS,535,puisqu',_
12167,CLS,535,il,_
12168,ADV,535,tout,P
12169,P,535,de,P
12170,NC,535,dÃ©placement,_
12171,ADJ,535,rÃ©fÃ©rentiel,_
12172,PONCT,535,",",_
12173,P,535,sur,_
12174,PROREL,535,lequel,_
12175,V,535,repose,_
12176,ADV,535,essentiellement,P
12177,ADV,535,ici,P
12178,PONCT,535,",",_
12179,P,535,de,_
12180,NC,535,maniÃ¨re,_
12181,ADV,535,grandement,P
12182,DET,535,le,P
12183,NC,535,geste,_
12184,NPP,535,parodique,_
12185,PONCT,535,.,_
12186,DELIM,535,Â§,_
12187,ADV,536,Ainsi,P
12188,PONCT,536,",",_
12189,DET,536,le,P
12190,NC,536,loup,_
12191,V,536,devient,P
12192,NC,536,loup,_
12193,PONCT,536,-,_
12194,NC,536,garou,_
12195,P,536,de,P
12196,DET,536,la,_
12197,NC,536,fable,_
12198,P,536,de,_
12199,NC,536,La,_
12200,NPP,536,Fontaine,_
12201,P,536,Ã ,_
12202,DET,536,la,P
12203,NC,536,parodie,_
12204,PONCT,536,",",P
12205,PONCT,536,",",P
12206,PONCT,536,:,P
12207,PROREL,536,qui,P
12208,V,536,a,_
12209,VPP,536,nourri,_
12210,DET,536,moult,_
12211,NC,536,lÃ©gendes,P
12212,P,536,de,P
12213,ADV,536,puis,_
12214,DET,536,l',_
12215,NPP,536,AntiquitÃ©,_
12216,PONCT,536,&quot;,P
12217,PONCT,536,&quot;,P
12218,PONCT,536,&quot;,_
12219,PONCT,536,&quot;,_
12220,DET,536,cet,P
12221,ADJ,536,humain,_
12222,NC,536,humain,P
12223,ADJ,536,capable,_
12224,P,536,de,_
12225,CLR,536,se,_
12226,VINF,536,transformer,_
12227,P,536,en,P
12228,NC,536,loup,_
12229,CC,536,et,_
12230,PROREL,536,qui,_
12231,V,536,fÃ©roce,P
12232,PONCT,536,;,P
12233,PONCT,536,.,P
12234,DELIM,536,Â§,_
12235,DET,537,Un,P
12236,NC,537,dÃ©placement,_
12237,PROREL,537,qui,P
12238,V,537,concerne,P
12239,DET,537,la,_
12240,NC,537,figuration,_
12241,P,537,d',_
12242,DET,537,un,_
12243,NC,537,personnage,P
12244,NC,537,protagoniste,P
12245,PONCT,537,",",_
12246,CC,537,mais,_
12247,V,537,a,_
12248,ADV,537,donc,_
12249,PONCT,537,-,P
12250,ADV,537,ussi,_
12251,DET,537,un,_
12252,NC,537,dÃ©placement,_
12253,ADJ,537,spatial,_
12254,PONCT,537,:,_
12255,DET,537,la,P
12256,NC,537,scÃ¨ne,_
12257,ADV,537,n',_
12258,V,537,a,_
12259,ADV,537,pas,_
12260,NC,537,lieu,_
12261,PONCT,537,&quot;,P
12262,P,537,Dans,_
12263,DET,537,le,_
12264,NC,537,courant,_
12265,P,537,d',_
12266,DET,537,une,_
12267,NC,537,onde,_
12268,ADJ,537,pure,_
12269,PONCT,537,&quot;,_
12270,CC,537,mais,_
12271,PONCT,537,&quot;,P
12272,P,537,Dans,_
12273,DET,537,un,_
12274,NC,537,sinistre,_
12275,NC,537,cimetiÃ¨re,_
12276,PONCT,537,&quot;,_
12277,PONCT,537,",",P
12278,ADJ,537,autre,P
12279,V,537,ment,_
12280,VPP,537,dit,_
12281,P,537,dans,P
12282,DET,537,un,_
12283,NC,537,lieu,_
12284,PROREL,537,qui,_
12285,V,537,inspire,_
12286,NC,537,tradi,_
12287,ADV,537,traditionnellement,P
12288,PONCT,537,",",P
12289,P,537,dans,_
12290,DET,537,l',_
12291,NC,537,imaginaire,_
12292,ADJ,537,commun,_
12293,PONCT,537,",",_
12294,DET,537,l',_
12295,NC,537,effroi,_
12296,PONCT,537,.,P
12297,DELIM,537,Â§,_
12298,DET,538,L',P
12299,NC,538,adjectif,_
12300,ADJ,538,Ã©pithÃ¨te,_
12301,PONCT,538,&quot;,_
12302,NC,538,sinistre,_
12303,PONCT,538,&quot;,_
12304,PONCT,538,",",P
12305,NPP,538,c,P
12306,V,538,laisse,P
12307,VINF,538,prÃ©sager,_
12308,DET,538,un,_
12309,ADJ,538,funeste,_
12310,NC,538,malheur,P
12311,P,538,Ã ,_
12312,VINF,538,venir,_
12313,PONCT,538,.,P
12314,DELIM,538,Â§,_
12315,P,539,De,P
12316,NC,539,surcroÃ®t,_
12317,PONCT,539,",",_
12318,NC,539,l,_
12319,DELIM,539,Â§,_
12320,CLS,540,elle,_
12321,PONCT,540,-,P
12322,PONCT,540,-,P
12323,CC,540,et,P
12324,PONCT,540,&quot;,_
12325,NC,540,croquemitaine,_
12326,PONCT,540,&quot;,_
12327,PONCT,540,(,P
12328,NPP,540,v,_
12329,PONCT,540,.,_
12330,ADJ,540,12,P
12331,PONCT,540,),_
12332,P,540,en,P
12333,NC,540,somme,_
12334,PONCT,540,-,P
12335,DET,540,cet,P
12336,NC,540,personnage,P
12337,ADJ,540,malÃ©fique,_
12338,VPP,540,prÃ©sentÃ©,P
12339,P+D,540,aux,_
12340,NC,540,enfants,_
12341,P,540,pour,_
12342,NC,540,l,_
12343,VPP,540,destinÃ©,P
12344,P,540,Ã ,_
12345,VINF,540,faire,_
12346,NC,540,peur,_
12347,P+D,540,aux,_
12348,NC,540,enfants,_
12349,PONCT,540,.,P
12350,DELIM,540,Â§,_
12351,PONCT,541,(,P
12352,NPP,541,v,_
12353,PONCT,541,.,_
12354,ADJ,541,12,_
12355,PONCT,541,),_
12356,ADV,541,Ã©galement,P
12357,NPP,541,Ainsi,P
12358,PONCT,541,",",_
